Topic,Language1,Language2,TopicSimilarity
body,it,da,0.2377646623121371
body,it,fr,0.5154630954294765
body,it,pl,0.15197091624421677
body,it,hu,0.17389764512976733
body,it,el,0.022714720157786503
body,it,NB,0.2624500721399523
body,es,PT-PT,0.7013555365432894
body,es,ro,0.4642129109291354
body,es,da,0.19675807229274533
body,es,fr,0.4649305499751377
body,es,pl,0.1387832274522905
body,es,hu,0.15130279718044917
body,es,el,0.023492856203923843
body,es,NB,0.22901776920680417
body,PT-PT,ro,0.4721658470623314
body,PT-PT,da,0.1939513189826586
body,PT-PT,fr,0.4575707801065833
body,PT-PT,pl,0.13635899024083037
body,PT-PT,hu,0.15849178362521446
body,PT-PT,el,0.024433728824647935
body,PT-PT,NB,0.22078628655011875
body,ro,da,0.22808449127253855
body,ro,fr,0.46828803289016213
body,ro,pl,0.14946855286676558
body,ro,hu,0.15889948231137047
body,ro,el,0.030628199508520124
body,ro,NB,0.2624939852714834
body,da,fr,0.2388085847128279
body,da,pl,0.1191683370181537
body,da,hu,0.1531587318864855
body,da,el,0.0114578272283072
body,da,NB,0.7859103684993066
body,fr,pl,0.13266143371107378
body,fr,hu,0.14394587971578987
body,fr,el,0.017834088639659497
body,fr,NB,0.26977989283493664
body,pl,hu,0.1037330889937302
body,pl,el,0.009039937203862446
body,pl,NB,0.11876482921920632
body,hu,el,0.02569870483980913
body,hu,NB,0.1639529491340542
body,el,NB,0.013509456580550049
business,en,de,0.371634603808639
business,en,nl,0.45220299610607334
business,en,cs,0.2772111192331987
business,en,it,0.404742814905762
business,en,es,0.39496395753393354
business,en,PT-PT,0.3823418102151452
business,en,ro,0.4151667994559646
business,en,da,0.38312097546862817
business,en,fr,0.42809021328654884
business,en,pl,0.2898138173429316
business,en,hu,0.22551380480520108
business,en,el,0.05306141528349366
business,en,NB,0.3486005240427472
business,de,nl,0.44991083330504944
business,de,cs,0.26125696184403785
business,de,it,0.29567966031108334
business,de,es,0.2758846324685007
business,de,PT-PT,0.2618189076894933
business,de,ro,0.30640534961730537
business,de,da,0.41506300583762956
business,de,fr,0.3088926710354399
business,de,pl,0.27623240452181835
business,de,hu,0.21042193677804863
business,de,el,0.03272455105195318
business,de,NB,0.3906059360034512
business,nl,cs,0.2842822304637692
business,nl,it,0.32433064443572346
business,nl,es,0.3120703636111793
business,nl,PT-PT,0.30440158093519043
business,nl,ro,0.35074019997653527
business,nl,da,0.4382607758176547
business,nl,fr,0.34387918237476983
business,nl,pl,0.3004825767523673
business,nl,hu,0.21539512896797802
business,nl,el,0.04446010691562293
business,nl,NB,0.40139108385392663
business,cs,it,0.24660508092806568
business,cs,es,0.24462373370334595
business,cs,PT-PT,0.241828161136387
business,cs,ro,0.27119355065902667
business,cs,da,0.2503000718369316
business,cs,fr,0.23509912627394416
business,cs,pl,0.32958612648340285
business,cs,hu,0.20512130681734486
business,cs,el,0.03915764096578415
business,cs,NB,0.23333821744889577
business,it,es,0.53182846023334
business,it,PT-PT,0.534896834572956
business,it,ro,0.47269339562990514
business,it,da,0.294594739141963
business,it,fr,0.46318411167768003
business,it,pl,0.27918111258590933
business,it,hu,0.18994313869422189
business,it,el,0.03732833023168843
business,it,NB,0.27868821935183974
business,es,PT-PT,0.6406352673656567
business,es,ro,0.453819965126778
business,es,da,0.2711500800213643
business,es,fr,0.4812382561974525
business,es,pl,0.27640622192428327
business,es,hu,0.178363610102172
business,es,el,0.027261648616012192
business,es,NB,0.2560278507520348
business,PT-PT,ro,0.4526699118140564
business,PT-PT,da,0.27956128195201385
business,PT-PT,fr,0.48734759921281406
business,PT-PT,pl,0.2841506200464146
business,PT-PT,hu,0.1694625641122011
business,PT-PT,el,0.020699116691756867
business,PT-PT,NB,0.2541978977646871
business,ro,da,0.3031136639958517
business,ro,fr,0.4675179123555665
business,ro,pl,0.3103001077116355
business,ro,hu,0.2120468083357697
business,ro,el,0.04124403428621558
business,ro,NB,0.281241333761083
business,da,fr,0.3089771163358418
business,da,pl,0.29200119526450186
business,da,hu,0.1997176622631103
business,da,el,0.03220956235400447
business,da,NB,0.7292718090737383
business,fr,pl,0.2643333069300975
business,fr,hu,0.17755801511062466
business,fr,el,0.028407333001716176
business,fr,NB,0.28455342471309875
business,pl,hu,0.18663081851839936
business,pl,el,0.03105795413412504
business,pl,NB,0.2824905416655359
business,hu,el,0.04372371400841151
business,hu,NB,0.18879089242811245
business,el,NB,0.01667628847812403
clothes,en,de,0.4230437853076215
clothes,en,nl,0.45424341132969387
clothes,en,cs,0.3183552236149628
clothes,en,it,0.31501825702358116
clothes,en,es,0.32147800495011575
clothes,en,PT-PT,0.3160694588157075
clothes,en,ro,0.3478694446149368
clothes,en,da,0.4769202232473081
clothes,en,fr,0.36219890192709797
clothes,en,pl,0.31360549809919036
clothes,en,hu,0.37642970254980557
clothes,en,el,0.17421829790825186
clothes,en,NB,0.47145734686157403
clothes,de,nl,0.46487609276393754
clothes,de,cs,0.29076181296996534
clothes,de,it,0.27761567126062797
clothes,de,es,0.24675944521521823
clothes,de,PT-PT,0.25790175279303096
clothes,de,ro,0.28617515286945255
clothes,de,da,0.4776468837969894
clothes,de,fr,0.31113621439836225
clothes,de,pl,0.2763442989860413
clothes,de,hu,0.2929819275908009
clothes,de,el,0.10109748562253239
clothes,de,NB,0.45513809467112754
clothes,nl,cs,0.2994856363762872
clothes,nl,it,0.3001701675141333
clothes,nl,es,0.2765839394507898
clothes,nl,PT-PT,0.26931439928975015
clothes,nl,ro,0.314837991545689
clothes,nl,da,0.4693081319238208
clothes,nl,fr,0.33304969426961983
clothes,nl,pl,0.2913180537261222
clothes,nl,hu,0.29397869083417005
clothes,nl,el,0.10896031178456869
clothes,nl,NB,0.46448159099060543
clothes,cs,it,0.26212556639193824
clothes,cs,es,0.24428827292722996
clothes,cs,PT-PT,0.26207567952663574
clothes,cs,ro,0.2619291950919224
clothes,cs,da,0.29524712629973054
clothes,cs,fr,0.26001239442300805
clothes,cs,pl,0.34452090653475304
clothes,cs,hu,0.2906379626128229
clothes,cs,el,0.1296230051550917
clothes,cs,NB,0.31185974364818897
clothes,it,es,0.39868526449677244
clothes,it,PT-PT,0.3992236868786462
clothes,it,ro,0.41093670898530876
clothes,it,da,0.28398280388108593
clothes,it,fr,0.4311828154063672
clothes,it,pl,0.29149736315309754
clothes,it,hu,0.250233454491348
clothes,it,el,0.07793590893673917
clothes,it,NB,0.26822857418019885
clothes,es,PT-PT,0.5022272312471118
clothes,es,ro,0.36768848144686056
clothes,es,da,0.26334641500765377
clothes,es,fr,0.3885604200738051
clothes,es,pl,0.27160797633286604
clothes,es,hu,0.24643323579917148
clothes,es,el,0.10063987308552703
clothes,es,NB,0.2610013974773599
clothes,PT-PT,ro,0.36457577236458305
clothes,PT-PT,da,0.26708630535873557
clothes,PT-PT,fr,0.39601309151783914
clothes,PT-PT,pl,0.2767876210148698
clothes,PT-PT,hu,0.25062057787730074
clothes,PT-PT,el,0.09472976244128309
clothes,PT-PT,NB,0.2625505917988831
clothes,ro,da,0.29930108108295655
clothes,ro,fr,0.42373968539823914
clothes,ro,pl,0.2986774612622034
clothes,ro,hu,0.2582017817192905
clothes,ro,el,0.10423067659058953
clothes,ro,NB,0.2882943911951616
clothes,da,fr,0.31583988620158115
clothes,da,pl,0.28847595491685696
clothes,da,hu,0.3078450866693819
clothes,da,el,0.11282990664616108
clothes,da,NB,0.7343973587684547
clothes,fr,pl,0.27797523830965737
clothes,fr,hu,0.2571887935147
clothes,fr,el,0.09230574196324287
clothes,fr,NB,0.30426240333863835
clothes,pl,hu,0.2731980188922482
clothes,pl,el,0.10389166469852915
clothes,pl,NB,0.2950795423852698
clothes,hu,el,0.14366402091407285
clothes,hu,NB,0.3036762883486127
clothes,el,NB,0.12215188439151614
colors,en,de,0.5691442855637772
colors,en,nl,0.5995601150262165
colors,en,cs,0.5076833006917753
colors,en,it,0.48702255842086345
colors,en,es,0.5011880069083459
colors,en,PT-PT,0.4324583726066777
colors,en,ro,0.5213160427143477
colors,en,da,0.5489763061796962
colors,en,fr,0.5540608873235993
colors,en,pl,0.3954854605901466
colors,en,hu,0.45763041102024155
colors,en,el,0.20665523271455474
colors,en,NB,0.5521650900888191
colors,de,nl,0.6037319671853572
colors,de,cs,0.4313602475678747
colors,de,it,0.42734083242557813
colors,de,es,0.40775949568322445
colors,de,PT-PT,0.3617240574867693
colors,de,ro,0.4378284968327341
colors,de,da,0.6061098035674307
colors,de,fr,0.4657787598465565
colors,de,pl,0.35939205775945554
colors,de,hu,0.40618858542587355
colors,de,el,0.13830771394330718
colors,de,NB,0.6262749256393325
colors,nl,cs,0.43107323467492964
colors,nl,it,0.43968442104035316
colors,nl,es,0.46017167860388203
colors,nl,PT-PT,0.391091288654848
colors,nl,ro,0.4553338140202548
colors,nl,da,0.5833015854202296
colors,nl,fr,0.532975216873522
colors,nl,pl,0.3688943022193272
colors,nl,hu,0.39914057223379257
colors,nl,el,0.16108726490082423
colors,nl,NB,0.6057602237686983
colors,cs,it,0.37187307748748427
colors,cs,es,0.3868242868242868
colors,cs,PT-PT,0.35154681711885094
colors,cs,ro,0.43951392298849923
colors,cs,da,0.4400746381678585
colors,cs,fr,0.4092812319507236
colors,cs,pl,0.40524028563659675
colors,cs,hu,0.4636848791509809
colors,cs,el,0.19042513512852496
colors,cs,NB,0.45226891752315485
colors,it,es,0.6070036484231398
colors,it,PT-PT,0.5488431178049822
colors,it,ro,0.5290215316698367
colors,it,da,0.4186491004287615
colors,it,fr,0.5540390165390167
colors,it,pl,0.37780689040659127
colors,it,hu,0.3544239658646438
colors,it,el,0.13374192897497983
colors,it,NB,0.41477445577021854
colors,es,PT-PT,0.6577251138691815
colors,es,ro,0.49164117426829296
colors,es,da,0.4129095480790396
colors,es,fr,0.5533959449213687
colors,es,pl,0.34712916417801765
colors,es,hu,0.3739198654452892
colors,es,el,0.1491679812654389
colors,es,NB,0.4081572147250114
colors,PT-PT,ro,0.447997012403792
colors,PT-PT,da,0.3966928786844041
colors,PT-PT,fr,0.4844931904253938
colors,PT-PT,pl,0.3333028622535103
colors,PT-PT,hu,0.33082356673458374
colors,PT-PT,el,0.11136177852279548
colors,PT-PT,NB,0.38288347716313825
colors,ro,da,0.4424656558131134
colors,ro,fr,0.5249754482805331
colors,ro,pl,0.38880838890808983
colors,ro,hu,0.3987798218730423
colors,ro,el,0.1566795375058087
colors,ro,NB,0.4365048322675442
colors,da,fr,0.46074516349940087
colors,da,pl,0.38756743699415686
colors,da,hu,0.41753350227926506
colors,da,el,0.14097696089221515
colors,da,NB,0.8521865140509207
colors,fr,pl,0.3549407181386244
colors,fr,hu,0.35669293042174405
colors,fr,el,0.15598249443588427
colors,fr,NB,0.4696673147944336
colors,pl,hu,0.3557917904627775
colors,pl,el,0.12094617122658
colors,pl,NB,0.383286642459125
colors,hu,el,0.17930683958226332
colors,hu,NB,0.42366675226844713
colors,el,NB,0.15876684520752318
computer,en,de,0.6112923543523482
computer,en,nl,0.7048558102340522
computer,en,cs,0.5006673571670914
computer,en,it,0.5713942839519772
computer,en,es,0.4715774952382
computer,en,PT-PT,0.49277695405657657
computer,en,ro,0.5357489070065239
computer,en,da,0.6385041987410207
computer,en,fr,0.4799924113684596
computer,en,pl,0.45713834763899863
computer,en,hu,0.5184208021030337
computer,en,el,0.27691757236063613
computer,en,NB,0.5405020065862229
computer,de,nl,0.6303394581819258
computer,de,cs,0.4407471562536291
computer,de,it,0.4921064686308956
computer,de,es,0.4097307944134231
computer,de,PT-PT,0.418046323154255
computer,de,ro,0.4744439888052123
computer,de,da,0.6138656935262508
computer,de,fr,0.41387983658933214
computer,de,pl,0.402463993204896
computer,de,hu,0.44498173201593955
computer,de,el,0.2293413922091808
computer,de,NB,0.541121342519856
computer,nl,cs,0.4686887221309208
computer,nl,it,0.5357608492763745
computer,nl,es,0.44590782276148083
computer,nl,PT-PT,0.460048236692083
computer,nl,ro,0.5120366053963372
computer,nl,da,0.6285277132319105
computer,nl,fr,0.426115136326165
computer,nl,pl,0.43451887362363906
computer,nl,hu,0.4709860365286338
computer,nl,el,0.23918590577848856
computer,nl,NB,0.541853526190239
computer,cs,it,0.4396532240640739
computer,cs,es,0.40240478485985515
computer,cs,PT-PT,0.4030159039867291
computer,cs,ro,0.4229695504964407
computer,cs,da,0.46024945208260826
computer,cs,fr,0.3536072951601961
computer,cs,pl,0.4695683828848112
computer,cs,hu,0.410855123190663
computer,cs,el,0.2083908525396604
computer,cs,NB,0.4162882763413371
computer,it,es,0.5750653058856562
computer,it,PT-PT,0.6147842159563911
computer,it,ro,0.6112567633334631
computer,it,da,0.4946082440437559
computer,it,fr,0.5012695858031758
computer,it,pl,0.436169778196142
computer,it,hu,0.4288387815614038
computer,it,el,0.2341773944450248
computer,it,NB,0.43955006812147923
computer,es,PT-PT,0.6872300123268428
computer,es,ro,0.5475880936731536
computer,es,da,0.4070486218605526
computer,es,fr,0.4846529321073795
computer,es,pl,0.38852819280954026
computer,es,hu,0.37231286725551
computer,es,el,0.1987741398370258
computer,es,NB,0.381768838119493
computer,PT-PT,ro,0.5970421719592753
computer,PT-PT,da,0.43096865741403234
computer,PT-PT,fr,0.521112805589301
computer,PT-PT,pl,0.4075580286061326
computer,PT-PT,hu,0.3807191627677711
computer,PT-PT,el,0.20412892955251513
computer,PT-PT,NB,0.3768886945704769
computer,ro,da,0.47808446792024006
computer,ro,fr,0.5302875794231912
computer,ro,pl,0.4415282837479507
computer,ro,hu,0.4085963852632056
computer,ro,el,0.2276535288525546
computer,ro,NB,0.4146512156360236
computer,da,fr,0.40497124886212366
computer,da,pl,0.42366021243839486
computer,da,hu,0.4422172799753764
computer,da,el,0.22423359437382545
computer,da,NB,0.7213254349570932
computer,fr,pl,0.36910365605363615
computer,fr,hu,0.35117215779224425
computer,fr,el,0.18228053817694126
computer,fr,NB,0.3800216787468944
computer,pl,hu,0.36268635019661194
computer,pl,el,0.18254223762041197
computer,pl,NB,0.3826221218398258
computer,hu,el,0.24407327749312593
computer,hu,NB,0.40044516226494453
computer,el,NB,0.18681744890060545
cooking,en,de,0.39160202903296826
cooking,en,nl,0.45106132177142905
cooking,en,cs,0.3782679044135008
cooking,en,it,0.3385144817390426
cooking,en,es,0.3761145744083671
cooking,en,PT-PT,0.30599383734742847
cooking,en,ro,0.3578676417022892
cooking,en,da,0.41783181520750584
cooking,en,fr,0.3730822967701421
cooking,en,pl,0.3068013957166071
cooking,en,hu,0.36322072557854174
cooking,en,el,0.23997245306962564
cooking,en,NB,0.39350614088183156
cooking,de,nl,0.46796041318303255
cooking,de,cs,0.27534287487569903
cooking,de,it,0.24412809377209935
cooking,de,es,0.2539152782002961
cooking,de,PT-PT,0.2327938789264756
cooking,de,ro,0.25801224961591346
cooking,de,da,0.4161163575528216
cooking,de,fr,0.28933801005624205
cooking,de,pl,0.2690344105033738
cooking,de,hu,0.24897830837057358
cooking,de,el,0.12396857286360047
cooking,de,NB,0.41986078684973716
cooking,nl,cs,0.2982887788014535
cooking,nl,it,0.2575225074070498
cooking,nl,es,0.27445707886884363
cooking,nl,PT-PT,0.2276391746411246
cooking,nl,ro,0.2700792059069944
cooking,nl,da,0.4123931484144354
cooking,nl,fr,0.2933355855317181
cooking,nl,pl,0.25304191448718755
cooking,nl,hu,0.26981232215226364
cooking,nl,el,0.13407611328475807
cooking,nl,NB,0.39369602971325435
cooking,cs,it,0.23755553625621018
cooking,cs,es,0.26835870048414734
cooking,cs,PT-PT,0.22018628601745271
cooking,cs,ro,0.27507280449333543
cooking,cs,da,0.2637085834518399
cooking,cs,fr,0.2476338103572423
cooking,cs,pl,0.3897093707691865
cooking,cs,hu,0.3000526070602444
cooking,cs,el,0.17583842901522462
cooking,cs,NB,0.2529781485501343
cooking,it,es,0.4552094868453078
cooking,it,PT-PT,0.4367587915755134
cooking,it,ro,0.3922711891286032
cooking,it,da,0.2661121117221557
cooking,it,fr,0.39642930957181
cooking,it,pl,0.2539037619364065
cooking,it,hu,0.2163854943745644
cooking,it,el,0.10728814704748199
cooking,it,NB,0.2677068720876343
cooking,es,PT-PT,0.5763197501050931
cooking,es,ro,0.35792194184189985
cooking,es,da,0.2490117968912249
cooking,es,fr,0.406437918958231
cooking,es,pl,0.2656327169040338
cooking,es,hu,0.25391679647042015
cooking,es,el,0.15085723055336314
cooking,es,NB,0.24341769251584006
cooking,PT-PT,ro,0.3498312703096071
cooking,PT-PT,da,0.23196317188029894
cooking,PT-PT,fr,0.3885299629774769
cooking,PT-PT,pl,0.23390954006813608
cooking,PT-PT,hu,0.1915354289663682
cooking,PT-PT,el,0.09499832579943078
cooking,PT-PT,NB,0.22210271312481258
cooking,ro,da,0.2709007135980179
cooking,ro,fr,0.37670694299609175
cooking,ro,pl,0.26913931923574774
cooking,ro,hu,0.22683456473909408
cooking,ro,el,0.11843872824535807
cooking,ro,NB,0.27328808446930164
cooking,da,fr,0.2937056574487513
cooking,da,pl,0.245512852030222
cooking,da,hu,0.23353661829449937
cooking,da,el,0.11983469262474788
cooking,da,NB,0.6925860818126011
cooking,fr,pl,0.23837662906304613
cooking,fr,hu,0.2229454599132857
cooking,fr,el,0.0978988782856186
cooking,fr,NB,0.27978175906352704
cooking,pl,hu,0.21567403080625117
cooking,pl,el,0.12298441727268507
cooking,pl,NB,0.2565572395208233
cooking,hu,el,0.1809365588371113
cooking,hu,NB,0.22778789567057361
cooking,el,NB,0.11512321318951153
desserts,en,de,0.5116625755333355
desserts,en,nl,0.6040978727383136
desserts,en,cs,0.42591015509744684
desserts,en,it,0.38115038439660676
desserts,en,es,0.380519238475998
desserts,en,PT-PT,0.3838937738711175
desserts,en,ro,0.43252557602841507
desserts,en,da,0.5739179828967507
desserts,en,fr,0.4284013820969489
desserts,en,pl,0.3835589072548595
desserts,en,hu,0.42909054832252586
desserts,en,el,0.23142632654472967
desserts,en,NB,0.5931463127139496
desserts,de,nl,0.5479592708087102
desserts,de,cs,0.378152875820875
desserts,de,it,0.34399564835411317
desserts,de,es,0.3240179579410724
desserts,de,PT-PT,0.2968431461349019
desserts,de,ro,0.33325196001241647
desserts,de,da,0.5151935744569687
desserts,de,fr,0.3713394336222484
desserts,de,pl,0.30964081718880104
desserts,de,hu,0.38317366876019443
desserts,de,el,0.16405053639698053
desserts,de,NB,0.5223668348028249
desserts,nl,cs,0.41295712240935045
desserts,nl,it,0.3648856693502213
desserts,nl,es,0.353613203921421
desserts,nl,PT-PT,0.3531177248976177
desserts,nl,ro,0.3922877376361183
desserts,nl,da,0.5834747934913198
desserts,nl,fr,0.3932116486877811
desserts,nl,pl,0.36865908518603946
desserts,nl,hu,0.4072616858294264
desserts,nl,el,0.1868662015181229
desserts,nl,NB,0.5763072761593305
desserts,cs,it,0.31905629173896055
desserts,cs,es,0.31118684187549
desserts,cs,PT-PT,0.29950997232107673
desserts,cs,ro,0.3460414843699181
desserts,cs,da,0.4008559735081514
desserts,cs,fr,0.3217874056908795
desserts,cs,pl,0.36645986742084885
desserts,cs,hu,0.417594086455731
desserts,cs,el,0.17732659456958
desserts,cs,NB,0.39800913370323004
desserts,it,es,0.532004122361946
desserts,it,PT-PT,0.5106265057336391
desserts,it,ro,0.4655238418588391
desserts,it,da,0.35724276942691174
desserts,it,fr,0.4880278481862608
desserts,it,pl,0.3543710575196855
desserts,it,hu,0.3214250043034033
desserts,it,el,0.15209882748267192
desserts,it,NB,0.34809320006378786
desserts,es,PT-PT,0.6010052168902387
desserts,es,ro,0.43782705891671253
desserts,es,da,0.3674644544209443
desserts,es,fr,0.48219232281874175
desserts,es,pl,0.3670625490738583
desserts,es,hu,0.32650767229819727
desserts,es,el,0.16032000297643276
desserts,es,NB,0.3594588003936724
desserts,PT-PT,ro,0.45879779014317507
desserts,PT-PT,da,0.3708165481791141
desserts,PT-PT,fr,0.49730748588555646
desserts,PT-PT,pl,0.34082961801170397
desserts,PT-PT,hu,0.30069747286056153
desserts,PT-PT,el,0.1549148434162911
desserts,PT-PT,NB,0.35984145242486326
desserts,ro,da,0.3953690707227719
desserts,ro,fr,0.45907945425537466
desserts,ro,pl,0.37274997192487486
desserts,ro,hu,0.35068383867200503
desserts,ro,el,0.19161546065971216
desserts,ro,NB,0.3816072680858051
desserts,da,fr,0.4269509072603364
desserts,da,pl,0.3710004836081116
desserts,da,hu,0.4158720221362824
desserts,da,el,0.18572089911985695
desserts,da,NB,0.7615557861656034
desserts,fr,pl,0.3565619387644302
desserts,fr,hu,0.35433728184141394
desserts,fr,el,0.168831106378872
desserts,fr,NB,0.40896438199604074
desserts,pl,hu,0.3327032032654765
desserts,pl,el,0.14467589067089834
desserts,pl,NB,0.3616942021125575
desserts,hu,el,0.18217372580052915
desserts,hu,NB,0.4181513487305275
desserts,el,NB,0.1882528532627376
driving,en,de,0.39160202903296826
driving,en,nl,0.45106132177142905
driving,en,cs,0.3782679044135008
driving,en,it,0.3385144817390426
driving,en,es,0.3761145744083671
driving,en,PT-PT,0.30599383734742847
driving,en,ro,0.3578676417022892
driving,en,da,0.41783181520750584
driving,en,fr,0.3730822967701421
driving,en,pl,0.3068013957166071
driving,en,hu,0.36322072557854174
driving,en,el,0.23997245306962564
driving,en,NB,0.39350614088183156
driving,de,nl,0.46796041318303255
driving,de,cs,0.27534287487569903
driving,de,it,0.24412809377209935
driving,de,es,0.2539152782002961
driving,de,PT-PT,0.2327938789264756
driving,de,ro,0.25801224961591346
driving,de,da,0.4161163575528216
driving,de,fr,0.28933801005624205
driving,de,pl,0.2690344105033738
driving,de,hu,0.24897830837057358
driving,de,el,0.12396857286360047
driving,de,NB,0.41986078684973716
driving,nl,cs,0.2982887788014535
driving,nl,it,0.2575225074070498
driving,nl,es,0.27445707886884363
driving,nl,PT-PT,0.2276391746411246
driving,nl,ro,0.2700792059069944
driving,nl,da,0.4123931484144354
driving,nl,fr,0.2933355855317181
driving,nl,pl,0.25304191448718755
driving,nl,hu,0.26981232215226364
driving,nl,el,0.13407611328475807
driving,nl,NB,0.39369602971325435
driving,cs,it,0.23755553625621018
driving,cs,es,0.26835870048414734
driving,cs,PT-PT,0.22018628601745271
driving,cs,ro,0.27507280449333543
driving,cs,da,0.2637085834518399
driving,cs,fr,0.2476338103572423
driving,cs,pl,0.3897093707691865
driving,cs,hu,0.3000526070602444
driving,cs,el,0.17583842901522462
driving,cs,NB,0.2529781485501343
driving,it,es,0.4552094868453078
driving,it,PT-PT,0.4367587915755134
driving,it,ro,0.3922711891286032
driving,it,da,0.2661121117221557
driving,it,fr,0.39642930957181
driving,it,pl,0.2539037619364065
driving,it,hu,0.2163854943745644
driving,it,el,0.10728814704748199
driving,it,NB,0.2677068720876343
driving,es,PT-PT,0.5763197501050931
driving,es,ro,0.35792194184189985
driving,es,da,0.2490117968912249
driving,es,fr,0.406437918958231
driving,es,pl,0.2656327169040338
driving,es,hu,0.25391679647042015
driving,es,el,0.15085723055336314
driving,es,NB,0.24341769251584006
