Topic,Language1,Language2,TopicSimilarity
body,de,NB,0.4351314298480911
body,nl,cs,0.22576023158845243
body,nl,it,0.24983930752653807
body,nl,es,0.23909726654009547
body,nl,PT-PT,0.2309519495406217
body,nl,ro,0.25366157576811066
body,nl,da,0.3699064658299402
body,nl,fr,0.236251819073905
body,nl,pl,0.1396539264886717
body,nl,hu,0.17974327038293114
body,nl,el,0.1923818464089781
body,nl,NB,0.422616047133132
body,cs,it,0.2533545642049602
body,cs,es,0.23028799906874517
body,cs,PT-PT,0.2213442024155428
body,cs,ro,0.24542481388203713
body,cs,da,0.1943541056624876
body,cs,fr,0.19919683247904107
body,cs,pl,0.33643444307701936
body,cs,hu,0.2148429380475573
body,cs,el,0.2161489590681338
body,cs,NB,0.21906155467524152
body,it,es,0.5801869102278416
body,it,PT-PT,0.5416359608490513
body,it,ro,0.496071263583787
body,it,da,0.24355272324274585
body,it,fr,0.47017232805709314
body,it,pl,0.19191278786593985
body,it,hu,0.21395483358910966
body,it,el,0.28963279345977894
body,it,NB,0.28877561518257444
body,es,PT-PT,0.6181366200388403
body,es,ro,0.4904193287265513
body,es,da,0.20865849003657894
body,es,fr,0.45407046811655644
body,es,pl,0.1753943172263083
body,es,hu,0.19734459431557191
body,es,el,0.28016969945267434
body,es,NB,0.2670737676749187
body,PT-PT,ro,0.49097544892288303
body,PT-PT,da,0.2160903589299665
body,PT-PT,fr,0.4388658679193637
body,PT-PT,pl,0.16893596754966392
body,PT-PT,hu,0.1946765520878989
body,PT-PT,el,0.27421097549963697
body,PT-PT,NB,0.26921269948203036
body,ro,da,0.23403497790322925
body,ro,fr,0.46448993846180053
body,ro,pl,0.1909835090227777
body,ro,hu,0.1941173393678582
body,ro,el,0.2503680067979774
body,ro,NB,0.28410090432307705
body,da,fr,0.20430654076877178
body,da,pl,0.140589585120108
body,da,hu,0.17128721120914703
body,da,el,0.17281101665329618
body,da,NB,0.5548708616625386
body,fr,pl,0.16539471252808638
body,fr,hu,0.1975363508338968
body,fr,el,0.2638149950279728
body,fr,NB,0.25992330221541604
body,pl,hu,0.15318777388308621
body,pl,el,0.17396929112126433
body,pl,NB,0.14991426725671442
body,hu,el,0.1813123685011503
body,hu,NB,0.19652310723817307
body,el,NB,0.1931593206503874
business,en,de,0.32084286886450214
business,en,nl,0.36476054967524507
business,en,cs,0.2612078430703586
business,en,it,0.3222017914402201
business,en,es,0.31180495817940973
business,en,PT-PT,0.31779609181160473
business,en,ro,0.35287451737037473
business,en,da,0.30810282976391407
business,en,fr,0.3100425137163676
business,en,pl,0.2813149072164585
business,en,hu,0.23096862628940681
business,en,el,0.21944133333989332
business,en,NB,0.3131153982551303
business,de,nl,0.4570211167257871
business,de,cs,0.29859358424274746
business,de,it,0.30299438440655124
business,de,es,0.28980738745922463
business,de,PT-PT,0.2609419695784459
business,de,ro,0.33350412027879717
business,de,da,0.3448692139385208
business,de,fr,0.28116863790954555
business,de,pl,0.319211890030478
business,de,hu,0.25419922338091083
business,de,el,0.19800348827843514
business,de,NB,0.37949398757368413
business,nl,cs,0.32054364020184345
business,nl,it,0.33311063501656035
business,nl,es,0.3126919530401233
business,nl,PT-PT,0.288306128161631
business,nl,ro,0.3505983845017372
business,nl,da,0.35930311896137723
business,nl,fr,0.3008230262050651
business,nl,pl,0.33658771667437093
business,nl,hu,0.25730332005865536
business,nl,el,0.20365976105897657
business,nl,NB,0.40379177784976406
business,cs,it,0.29525441544105535
business,cs,es,0.2770379994318918
business,cs,PT-PT,0.26201425409803275
business,cs,ro,0.3267752771051472
business,cs,da,0.24196902476308732
business,cs,fr,0.2590987377735557
business,cs,pl,0.39751543436346165
business,cs,hu,0.24523418874668834
business,cs,el,0.21624383013233647
business,cs,NB,0.26442445970075623
business,it,es,0.5275873576875147
business,it,PT-PT,0.46809428729073843
business,it,ro,0.48987741173488675
business,it,da,0.26114203290764776
business,it,fr,0.4158798896583015
business,it,pl,0.32716945897421423
business,it,hu,0.23978292134589302
business,it,el,0.23314908282681487
business,it,NB,0.2781809375093533
business,es,PT-PT,0.523420302063389
business,es,ro,0.45137666856658365
business,es,da,0.25937297476626614
business,es,fr,0.41199459909031394
business,es,pl,0.3149493370763471
business,es,hu,0.22611147871132067
business,es,el,0.2192300611051009
business,es,NB,0.273037210685824
business,PT-PT,ro,0.43085082660782564
business,PT-PT,da,0.2539103253672241
business,PT-PT,fr,0.39864206136709796
business,PT-PT,pl,0.31262772386947435
business,PT-PT,hu,0.1988806333236608
business,PT-PT,el,0.20426866345401432
business,PT-PT,NB,0.282560428781824
business,ro,da,0.2862583607296486
business,ro,fr,0.4664496713913602
business,ro,pl,0.3760628580250563
business,ro,hu,0.2649365060818792
business,ro,el,0.20715979050046898
business,ro,NB,0.30800320064689907
business,da,fr,0.25217843526928724
business,da,pl,0.2873924749331027
business,da,hu,0.19902789993837558
business,da,el,0.18763649653246736
business,da,NB,0.5302825099794956
business,fr,pl,0.30084851218545566
business,fr,hu,0.21451520982497257
business,fr,el,0.2124927394770282
business,fr,NB,0.2627045964757918
business,pl,hu,0.24459861573250286
business,pl,el,0.2075926243418228
business,pl,NB,0.31205803355724027
business,hu,el,0.20033226774547575
business,hu,NB,0.2140888289960599
business,el,NB,0.18418039024976873
clothes,en,de,0.3521528481731931
clothes,en,nl,0.3635362446242666
clothes,en,cs,0.2913980305894897
clothes,en,it,0.2783248711631037
clothes,en,es,0.26126849446954686
clothes,en,PT-PT,0.26507986083623675
clothes,en,ro,0.3083576953303296
clothes,en,da,0.35643336259112607
clothes,en,fr,0.28121811734297925
clothes,en,pl,0.2666226753807679
clothes,en,hu,0.31161249002609526
clothes,en,el,0.3515135106649321
clothes,en,NB,0.3670415960920963
clothes,de,nl,0.4669726522087746
clothes,de,cs,0.3208034309095502
clothes,de,it,0.2893750073489175
clothes,de,es,0.2609838561513343
clothes,de,PT-PT,0.2571633516620025
clothes,de,ro,0.31001720410259814
clothes,de,da,0.4006046899791658
clothes,de,fr,0.2632999772722913
clothes,de,pl,0.2851372347386417
clothes,de,hu,0.31543322293276743
clothes,de,el,0.2750924011937275
clothes,de,NB,0.4191058235369405
clothes,nl,cs,0.3251164715820624
clothes,nl,it,0.30256525992079925
clothes,nl,es,0.2773906793562954
clothes,nl,PT-PT,0.25368449542499216
clothes,nl,ro,0.31922174177448726
clothes,nl,da,0.38922798984732165
clothes,nl,fr,0.2940942429841225
clothes,nl,pl,0.29114440953794013
clothes,nl,hu,0.3195826194577328
clothes,nl,el,0.2972816907831215
clothes,nl,NB,0.44750753252790443
clothes,cs,it,0.30749892877299506
clothes,cs,es,0.27677348284537745
clothes,cs,PT-PT,0.28113748925939835
clothes,cs,ro,0.299052474391597
clothes,cs,da,0.2972821386276229
clothes,cs,fr,0.26959343188522816
clothes,cs,pl,0.4063777193643762
clothes,cs,hu,0.3285564572805915
clothes,cs,el,0.30962755623336735
clothes,cs,NB,0.31925066617187675
clothes,it,es,0.4072295263871039
clothes,it,PT-PT,0.3766989470343293
clothes,it,ro,0.43049312704620885
clothes,it,da,0.2820942683699633
clothes,it,fr,0.3787671084293955
clothes,it,pl,0.3314421765459909
clothes,it,hu,0.2840445550074798
clothes,it,el,0.3414386026834164
clothes,it,NB,0.2731097468828436
clothes,es,PT-PT,0.4491018769825395
clothes,es,ro,0.3809856441782551
clothes,es,da,0.26402259915186704
clothes,es,fr,0.345504139254823
clothes,es,pl,0.3035429779551547
clothes,es,hu,0.276585542783028
clothes,es,el,0.32520268021880283
clothes,es,NB,0.2720567004735787
clothes,PT-PT,ro,0.3519640281739034
clothes,PT-PT,da,0.2576839167858057
clothes,PT-PT,fr,0.34136900223579086
clothes,PT-PT,pl,0.2955778068825341
clothes,PT-PT,hu,0.26274943978150944
clothes,PT-PT,el,0.31486059300811037
clothes,PT-PT,NB,0.27051588032398954
clothes,ro,da,0.29357793408782945
clothes,ro,fr,0.41457285180707903
clothes,ro,pl,0.3268430258963015
clothes,ro,hu,0.29277628659321286
clothes,ro,el,0.33475054209422606
clothes,ro,NB,0.29294051205740407
clothes,da,fr,0.25651071363173017
clothes,da,pl,0.2703365433533819
clothes,da,hu,0.29183811283875044
clothes,da,el,0.27315067916272273
clothes,da,NB,0.5186902874151526
clothes,fr,pl,0.29121855915567835
clothes,fr,hu,0.25193134047496574
clothes,fr,el,0.31195949242686266
clothes,fr,NB,0.2545677513078925
clothes,pl,hu,0.2984848388824522
clothes,pl,el,0.31245144159663685
clothes,pl,NB,0.3105433899970947
clothes,hu,el,0.30359835098019117
clothes,hu,NB,0.3193066159265318
clothes,el,NB,0.29831857519294463
colors,en,de,0.447542523389981
colors,en,nl,0.4768752434006671
colors,en,cs,0.40085185530100786
colors,en,it,0.39227650396020275
colors,en,es,0.3742008462347447
colors,en,PT-PT,0.36462681137406966
colors,en,ro,0.43545077803552384
colors,en,da,0.4449755517552128
colors,en,fr,0.4090795268761371
colors,en,pl,0.33195760219065307
colors,en,hu,0.36865556759624557
colors,en,el,0.4298074924134247
colors,en,NB,0.45592423113609554
colors,de,nl,0.6187846287422559
colors,de,cs,0.45533085088169833
colors,de,it,0.42741961635904807
colors,de,es,0.4053904428904429
colors,de,PT-PT,0.35891659990613134
colors,de,ro,0.44180504053385417
colors,de,da,0.5556754685991976
colors,de,fr,0.3915986790986791
colors,de,pl,0.39257321068761747
colors,de,hu,0.4331084875576401
colors,de,el,0.3600114104351392
colors,de,NB,0.5633747373154153
colors,nl,cs,0.47261568469195586
colors,nl,it,0.4416956852275895
colors,nl,es,0.47183666145530556
colors,nl,PT-PT,0.40516146504431655
colors,nl,ro,0.46133238230695867
colors,nl,da,0.535545410333546
colors,nl,fr,0.4662142941803959
colors,nl,pl,0.39532243886057444
colors,nl,hu,0.43986053964867516
colors,nl,el,0.3929460840477789
colors,nl,NB,0.5975154788714111
colors,cs,it,0.4125722863322564
colors,cs,es,0.42527072738937144
colors,cs,PT-PT,0.3798800761662177
colors,cs,ro,0.4607635302550557
colors,cs,da,0.41610489322353733
colors,cs,fr,0.3795272759255811
colors,cs,pl,0.48339339568153133
colors,cs,hu,0.5162453365843196
colors,cs,el,0.3821232792631098
colors,cs,NB,0.45985942024077625
colors,it,es,0.6018433896611862
colors,it,PT-PT,0.5100855905753713
colors,it,ro,0.5415030943632638
colors,it,da,0.389398931908902
colors,it,fr,0.5109000372896185
colors,it,pl,0.41557066853053887
colors,it,hu,0.40719589829136194
colors,it,el,0.42375408462148245
colors,it,NB,0.4139558216514847
colors,es,PT-PT,0.5540534324432628
colors,es,ro,0.4966249851843072
colors,es,da,0.37256157213784336
colors,es,fr,0.47887162272755496
colors,es,pl,0.38202705956943256
colors,es,hu,0.42097916208085695
colors,es,el,0.41687608530828874
colors,es,NB,0.41834140435835354
colors,PT-PT,ro,0.45591037963919323
colors,PT-PT,da,0.3530200330300032
colors,PT-PT,fr,0.44036474077600696
colors,PT-PT,pl,0.35978517923308556
colors,PT-PT,hu,0.36597800255576923
colors,PT-PT,el,0.3625213942200483
colors,PT-PT,NB,0.39741923911913946
colors,ro,da,0.4084225567276415
colors,ro,fr,0.51236821088516
colors,ro,pl,0.428271998716914
colors,ro,hu,0.43521337419642503
colors,ro,el,0.42430213383603216
colors,ro,NB,0.42335376487918863
colors,da,fr,0.37506429540327846
colors,da,pl,0.38726815792493763
colors,da,hu,0.41257643016117596
colors,da,el,0.3654994017282153
colors,da,NB,0.6640649839802383
colors,fr,pl,0.38264168740863663
colors,fr,hu,0.369104059782026
colors,fr,el,0.4041734983472272
colors,fr,NB,0.3812940590482964
colors,pl,hu,0.3894305788373585
colors,pl,el,0.3718528881664475
colors,pl,NB,0.4065626463931549
colors,hu,el,0.3742005169971272
colors,hu,NB,0.4468712549221024
colors,el,NB,0.38603049492880004
computer,en,de,0.47521168575198425
computer,en,nl,0.5090822203445686
computer,en,cs,0.36430394153605405
computer,en,it,0.42602404282950296
computer,en,es,0.34723173942496205
computer,en,PT-PT,0.37109424708737865
computer,en,ro,0.40325478647791463
computer,en,da,0.47679214740507914
computer,en,fr,0.36660333396720407
computer,en,pl,0.3501420642882431
computer,en,hu,0.3841897269034573
computer,en,el,0.3944251563861223
computer,en,NB,0.4095255863211202
computer,de,nl,0.5784073027513578
computer,de,cs,0.4181582149236748
computer,de,it,0.4350280623912767
computer,de,es,0.37658738898473887
computer,de,PT-PT,0.3497708315790102
computer,de,ro,0.43018911306274743
computer,de,da,0.49164818682325917
computer,de,fr,0.3676699663489458
computer,de,pl,0.3863753145703701
computer,de,hu,0.4149318557035288
computer,de,el,0.3249726115261945
computer,de,NB,0.46010549257827216
computer,nl,cs,0.46186511760679466
computer,nl,it,0.47334846890793847
computer,nl,es,0.41335466199747395
computer,nl,PT-PT,0.39006098365668745
computer,nl,ro,0.4614258722397217
computer,nl,da,0.495169075547589
computer,nl,fr,0.3879342031571603
computer,nl,pl,0.43491399171165385
computer,nl,hu,0.46877961340778607
computer,nl,el,0.32120590981302505
computer,nl,NB,0.49343195416042135
computer,cs,it,0.41275107415277434
computer,cs,es,0.3942404330423175
computer,cs,PT-PT,0.35787934098441315
computer,cs,ro,0.4200229412208726
computer,cs,da,0.37890028807563286
computer,cs,fr,0.3532917308037888
computer,cs,pl,0.5097751744388875
computer,cs,hu,0.4313033928247496
computer,cs,el,0.30119100116383857
computer,cs,NB,0.4091322891137434
computer,it,es,0.5535956629255052
computer,it,PT-PT,0.5299639275090903
computer,it,ro,0.5821439675909437
computer,it,da,0.40257329921551
computer,it,fr,0.4566042982896279
computer,it,pl,0.43371265168158846
computer,it,hu,0.41642809429632555
computer,it,el,0.35224201555810203
computer,it,NB,0.3950630544268542
computer,es,PT-PT,0.5823587785120499
computer,es,ro,0.527873229379397
computer,es,da,0.343395745511067
computer,es,fr,0.4565559874773402
computer,es,pl,0.3924076737626952
computer,es,hu,0.37291000414177455
computer,es,el,0.3159473112260354
computer,es,NB,0.3631980497515475
computer,PT-PT,ro,0.5328034128015743
computer,PT-PT,da,0.34912580572988283
computer,PT-PT,fr,0.45236992640857443
computer,PT-PT,pl,0.38120056981492334
computer,PT-PT,hu,0.35130329001813476
computer,PT-PT,el,0.31059848024763076
computer,PT-PT,NB,0.36517885702553593
computer,ro,da,0.4048195894869541
computer,ro,fr,0.5157498754786767
computer,ro,pl,0.4614489411833535
computer,ro,hu,0.4112230829791355
computer,ro,el,0.31875202702404404
computer,ro,NB,0.40071782494905983
computer,da,fr,0.34178041944251614
computer,da,pl,0.3537363556984837
computer,da,hu,0.3605405298518524
computer,da,el,0.2905133573785986
computer,da,NB,0.541631199406007
computer,fr,pl,0.3807667425444215
computer,fr,hu,0.3508014802542557
computer,fr,el,0.31953221504176677
computer,fr,NB,0.34963342109028345
computer,pl,hu,0.38702270045784565
computer,pl,el,0.28219932068252074
computer,pl,NB,0.3783385713171685
computer,hu,el,0.28915694548038784
computer,hu,NB,0.3930788103406576
computer,el,NB,0.28331520553205247
cooking,en,de,0.3422400787477845
cooking,en,nl,0.3741876447677553
cooking,en,cs,0.317618181596718
cooking,en,it,0.2878307416412714
cooking,en,es,0.3087818971553129
cooking,en,PT-PT,0.2715102960268706
cooking,en,ro,0.3091627349230449
cooking,en,da,0.3451064379386566
cooking,en,fr,0.32399587827764625
cooking,en,pl,0.2602280808590782
cooking,en,hu,0.31314127094513833
cooking,en,el,0.3818405892191877
cooking,en,NB,0.33843184133239385
cooking,de,nl,0.5025839964048746
cooking,de,cs,0.29599749543537845
cooking,de,it,0.2448656338368635
cooking,de,es,0.26759449121541384
cooking,de,PT-PT,0.2428747357614761
cooking,de,ro,0.29443850590622905
cooking,de,da,0.380966665882339
cooking,de,fr,0.26415477191865677
cooking,de,pl,0.2841506918818637
cooking,de,hu,0.2709460977780257
cooking,de,el,0.2448942022728007
cooking,de,NB,0.4145226820931968
cooking,nl,cs,0.30940504776874905
cooking,nl,it,0.2650670543301352
cooking,nl,es,0.2681711672936892
cooking,nl,PT-PT,0.24295760255705007
cooking,nl,ro,0.2811051139714141
cooking,nl,da,0.37494159502737584
cooking,nl,fr,0.28790702851476335
cooking,nl,pl,0.263980102883127
cooking,nl,hu,0.2863758555747506
cooking,nl,el,0.25339815510650054
cooking,nl,NB,0.36361049938398005
cooking,cs,it,0.2572655674863853
cooking,cs,es,0.27037935524126905
cooking,cs,PT-PT,0.2400755210470701
cooking,cs,ro,0.31417865833371295
cooking,cs,da,0.26959833938939637
cooking,cs,fr,0.24968829656148614
cooking,cs,pl,0.4536408185980863
cooking,cs,hu,0.33045094959138144
cooking,cs,el,0.2877151522190209
cooking,cs,NB,0.2669223182003841
cooking,it,es,0.4448997536785968
cooking,it,PT-PT,0.4136644635832156
cooking,it,ro,0.40313065987146174
cooking,it,da,0.24884380221131672
cooking,it,fr,0.37927051958982405
cooking,it,pl,0.27529944787569266
cooking,it,hu,0.25001700850335884
cooking,it,el,0.2790447369236518
cooking,it,NB,0.27007486113352214
cooking,es,PT-PT,0.5172317427273553
cooking,es,ro,0.371646514402189
cooking,es,da,0.23908961258652517
cooking,es,fr,0.37285506534775303
cooking,es,pl,0.2583130435314723
cooking,es,hu,0.278690020033049
cooking,es,el,0.2881213435221954
cooking,es,NB,0.2675267840526209
cooking,PT-PT,ro,0.3518435382749137
cooking,PT-PT,da,0.22708671695659194
cooking,PT-PT,fr,0.3552070320716729
cooking,PT-PT,pl,0.2435827766301741
cooking,PT-PT,hu,0.21172838058197174
cooking,PT-PT,el,0.2418430580759746
cooking,PT-PT,NB,0.2530722576993295
cooking,ro,da,0.2611326845350929
cooking,ro,fr,0.3854669138416979
cooking,ro,pl,0.30735962770711245
cooking,ro,hu,0.2617874051753172
cooking,ro,el,0.2806571328416341
cooking,ro,NB,0.2660039293333
cooking,da,fr,0.2507202427310017
cooking,da,pl,0.24725380270596903
cooking,da,hu,0.22014440560893017
cooking,da,el,0.2276084227232817
cooking,da,NB,0.5153968442787867
cooking,fr,pl,0.25388177579584964
cooking,fr,hu,0.23183628832800102
cooking,fr,el,0.2633190797119265
cooking,fr,NB,0.2502837095378532
cooking,pl,hu,0.2495981039089501
cooking,pl,el,0.23362438222499285
cooking,pl,NB,0.27239281993571035
cooking,hu,el,0.2718873135200556
cooking,hu,NB,0.23734047566920496
cooking,el,NB,0.24092239906066598
desserts,en,de,0.4149298129571236
desserts,en,nl,0.4515548385825329
desserts,en,cs,0.3481635980294398
desserts,en,it,0.294830198375994
desserts,en,es,0.2959259446305683
desserts,en,PT-PT,0.31761467432309287
desserts,en,ro,0.3421692975249978
desserts,en,da,0.40586003749891963
desserts,en,fr,0.3355284792101818
desserts,en,pl,0.3338605551960188
desserts,en,hu,0.3416605498208174
desserts,en,el,0.43457757081045373
desserts,en,NB,0.4588575830686178
desserts,de,nl,0.5363416523832328
desserts,de,cs,0.3771448174740652
desserts,de,it,0.3224329590620649
desserts,de,es,0.31617468914421787
desserts,de,PT-PT,0.26659163910681366
desserts,de,ro,0.3474721283227204
desserts,de,da,0.4308981412445299
desserts,de,fr,0.3161093112322267
desserts,de,pl,0.32941009192520576
desserts,de,hu,0.37476100612547786
desserts,de,el,0.3248728393715046
desserts,de,NB,0.4640088049034469
desserts,nl,cs,0.4103878797752363
desserts,nl,it,0.3443426135067567
desserts,nl,es,0.3456778787359755
desserts,nl,PT-PT,0.31385939835324644
desserts,nl,ro,0.402111795623857
desserts,nl,da,0.4862784016045353
desserts,nl,fr,0.3518286449569752
desserts,nl,pl,0.37562554398997544
desserts,nl,hu,0.40926925430072253
desserts,nl,el,0.34999731861992656
desserts,nl,NB,0.5101841213745464
desserts,cs,it,0.3289019790008663
desserts,cs,es,0.32150609375747785
desserts,cs,PT-PT,0.303856287093831
desserts,cs,ro,0.36315402770728417
desserts,cs,da,0.35245505463810867
desserts,cs,fr,0.3061146743034911
desserts,cs,pl,0.4185884277285167
desserts,cs,hu,0.4641414395766528
desserts,cs,el,0.32362011129533796
desserts,cs,NB,0.376658202012704
desserts,it,es,0.5285644991395818
desserts,it,PT-PT,0.47756318293006567
desserts,it,ro,0.46654603279279816
desserts,it,da,0.29559382064749173
desserts,it,fr,0.4373721064841359
desserts,it,pl,0.38407088084591073
desserts,it,hu,0.3421377597880389
desserts,it,el,0.3720998395768236
desserts,it,NB,0.33245552976999726
desserts,es,PT-PT,0.5323783066533078
desserts,es,ro,0.4418782711076212
desserts,es,da,0.31738200035734565
desserts,es,fr,0.4406126496989284
desserts,es,pl,0.3973200639704095
desserts,es,hu,0.34600624690474846
desserts,es,el,0.37646151644310677
desserts,es,NB,0.3507536055747996
desserts,PT-PT,ro,0.43189744010266684
desserts,PT-PT,da,0.3121369676672747
desserts,PT-PT,fr,0.4264197267098476
desserts,PT-PT,pl,0.33890709434633604
desserts,PT-PT,hu,0.30854510383324957
desserts,PT-PT,el,0.36332952707141203
desserts,PT-PT,NB,0.3508608383493444
desserts,ro,da,0.34870767352295173
desserts,ro,fr,0.4212167016793504
desserts,ro,pl,0.4111922709665601
desserts,ro,hu,0.37210872935423356
desserts,ro,el,0.3756066044743844
desserts,ro,NB,0.36829846459185117
desserts,da,fr,0.34367574881589547
desserts,da,pl,0.32838735170952915
desserts,da,hu,0.35570183598188126
desserts,da,el,0.34846269344108005
desserts,da,NB,0.5717621058642584
desserts,fr,pl,0.37191633512150835
desserts,fr,hu,0.33345488670858126
desserts,fr,el,0.39765821628645415
desserts,fr,NB,0.3403690085662048
desserts,pl,hu,0.37241618942675314
desserts,pl,el,0.3492901044919655
desserts,pl,NB,0.3455504354632242
desserts,hu,el,0.32739583668503963
desserts,hu,NB,0.40294206949960487
desserts,el,NB,0.35237845617547187
driving,en,de,0.3422400787477845
driving,en,nl,0.3741876447677553
driving,en,cs,0.317618181596718
driving,en,it,0.2878307416412714
driving,en,es,0.3087818971553129
driving,en,PT-PT,0.2715102960268706
driving,en,ro,0.3091627349230449
driving,en,da,0.3451064379386566
driving,en,fr,0.32399587827764625
driving,en,pl,0.2602280808590782
driving,en,hu,0.31314127094513833
driving,en,el,0.3818405892191877
driving,en,NB,0.33843184133239385
driving,de,nl,0.5025839964048746
driving,de,cs,0.29599749543537845
driving,de,it,0.2448656338368635
driving,de,es,0.26759449121541384
driving,de,PT-PT,0.2428747357614761
driving,de,ro,0.29443850590622905
driving,de,da,0.380966665882339
driving,de,fr,0.26415477191865677
driving,de,pl,0.2841506918818637
driving,de,hu,0.2709460977780257
driving,de,el,0.2448942022728007
driving,de,NB,0.4145226820931968
driving,nl,cs,0.30940504776874905
driving,nl,it,0.2650670543301352
driving,nl,es,0.2681711672936892
driving,nl,PT-PT,0.24295760255705007
driving,nl,ro,0.2811051139714141
driving,nl,da,0.37494159502737584
driving,nl,fr,0.28790702851476335
driving,nl,pl,0.263980102883127
driving,nl,hu,0.2863758555747506
driving,nl,el,0.25339815510650054
driving,nl,NB,0.36361049938398005
driving,cs,it,0.2572655674863853
driving,cs,es,0.27037935524126905
driving,cs,PT-PT,0.2400755210470701
driving,cs,ro,0.31417865833371295
driving,cs,da,0.26959833938939637
driving,cs,fr,0.24968829656148614
driving,cs,pl,0.4536408185980863
driving,cs,hu,0.33045094959138144
driving,cs,el,0.2877151522190209
driving,cs,NB,0.2669223182003841
driving,it,es,0.4448997536785968
driving,it,PT-PT,0.4136644635832156
driving,it,ro,0.40313065987146174
driving,it,da,0.24884380221131672
driving,it,fr,0.37927051958982405
driving,it,pl,0.27529944787569266
driving,it,hu,0.25001700850335884
driving,it,el,0.2790447369236518
driving,it,NB,0.27007486113352214
driving,es,PT-PT,0.5172317427273553
driving,es,ro,0.371646514402189
driving,es,da,0.23908961258652517
driving,es,fr,0.37285506534775303
driving,es,pl,0.2583130435314723
driving,es,hu,0.278690020033049
driving,es,el,0.2881213435221954
driving,es,NB,0.2675267840526209
